; Sample Rate 44100
; Channels 1
  0	-0.0996399
  2.26757e-05	-0.0777283
  4.53515e-05	-0.0634155
  6.80272e-05	-0.0888977
  9.07029e-05	-0.104095
  0.000113379	-0.102753
  0.000136054	-0.137787
  0.00015873	-0.177216
  0.000181406	-0.196259
  0.000204082	-0.194305
  0.000226757	-0.177246
  0.000249433	-0.155701
  0.000272109	-0.0932312
  0.000294785	-0.014679
  0.00031746	0.0352783
  0.000340136	0.0726624
  0.000362812	0.0852356
  0.000385488	0.0683289
  0.000408163	0.0250549
  0.000430839	-0.055603
  0.000453515	-0.126495
  0.00047619	-0.157593
  0.000498866	-0.174469
  0.000521542	-0.186462
  0.000544218	-0.18219
  0.000566893	-0.141266
  0.000589569	-0.0976257
  0.000612245	-0.10318
  0.000634921	-0.108276
  0.000657596	-0.0895691
  0.000680272	-0.0957336
  0.000702948	-0.111938
  0.000725624	-0.128937
  0.000748299	-0.137238
  0.000770975	-0.116821
  0.000793651	-0.119141
  0.000816327	-0.122101
  0.000839002	-0.090271
  0.000861678	-0.065155
  0.000884354	-0.0194702
  0.000907029	0.0382996
  0.000929705	0.0813599
  0.000952381	0.135834
  0.000975057	0.165924
  0.000997732	0.181366
  0.00102041	0.188629
  0.00104308	0.150513
  0.00106576	0.112823
  0.00108844	0.0690308
  0.00111111	-0.00189209
  0.00113379	-0.062561
  0.00115646	-0.10733
  0.00117914	-0.129456
  0.00120181	-0.151855
  0.00122449	-0.169617
  0.00124717	-0.147186
  0.00126984	-0.129547
  0.00129252	-0.135712
  0.00131519	-0.155273
  0.00133787	-0.177917
  0.00136054	-0.179596
  0.00138322	-0.202545
  0.0014059	-0.246765
  0.00142857	-0.257324
  0.00145125	-0.256226
  0.00147392	-0.264221
  0.0014966	-0.257385
  0.00151927	-0.222015
  0.00154195	-0.171448
  0.00156463	-0.117828
  0.0015873	-0.0565186
  0.00160998	0.00106812
  0.00163265	0.0419617
  0.00165533	0.057373
  0.001678	0.0549011
  0.00170068	0.0524597
  0.00172336	0.0367432
  0.00174603	0.0315857
  0.00176871	0.0527954
  0.00179138	0.0628357
  0.00181406	0.0602722
  0.00183673	0.0400085
  0.00185941	0.00140381
  0.00188209	-0.0621033
  0.00190476	-0.164124
  0.00192744	-0.239471
  0.00195011	-0.281372
  0.00197279	-0.322083
  0.00199546	-0.331573
  0.00201814	-0.317688
  0.00204082	-0.277069
  0.00206349	-0.217163
  0.00208617	-0.167816
  0.00210884	-0.112427
  0.00213152	-0.0647888
  0.00215419	-0.0244751
  0.00217687	0.00582886
  0.00219955	-0.000640869
  0.00222222	-0.00640869
  0.0022449	-0.0242004
  0.00226757	-0.0749512
  0.00229025	-0.104889
  0.00231293	-0.119751
  0.0023356	-0.158264
  0.00235828	-0.21936
  0.00238095	-0.270874
  0.00240363	-0.296722
  0.0024263	-0.318573
  0.00244898	-0.334839
  0.00247166	-0.351227
  0.00249433	-0.361816
  0.00251701	-0.34433
  0.00253968	-0.336945
  0.00256236	-0.339264
  0.00258503	-0.328247
  0.00260771	-0.322388
  0.00263039	-0.308563
  0.00265306	-0.295593
  0.00267574	-0.289215
  0.00269841	-0.270691
  0.00272109	-0.261261
  0.00274376	-0.250092
  0.00276644	-0.235474
  0.00278912	-0.245544
  0.00281179	-0.251953
  0.00283447	-0.230438
  0.00285714	-0.207397
  0.00287982	-0.21167
  0.00290249	-0.219543
  0.00292517	-0.199738
  0.00294785	-0.180145
  0.00297052	-0.173004
  0.0029932	-0.159729
  0.00301587	-0.125549
  0.00303855	-0.0752563
  0.00306122	-0.0357056
  0.0030839	-0.00189209
  0.00310658	0.0326843
  0.00312925	0.0569763
  0.00315193	0.065033
  0.0031746	0.052002
  0.00319728	0.0505066
  0.00321995	0.0689392
  0.00324263	0.062439
  0.00326531	0.0351257
  0.00328798	0.0343323
  0.00331066	0.0544434
  0.00333333	0.0440979
  0.00335601	0.0158386
  0.00337868	0.00939941
  0.00340136	0.0166321
  0.00342404	0.0300903
  0.00344671	0.0359497
  0.00346939	0.0288696
  0.00349206	0.0395508
  0.00351474	0.0523071
  0.00353741	0.0330811
  0.00356009	0.0143127
  0.00358277	0.022583
  0.00360544	0.0325928
  0.00362812	0.0264893
  0.00365079	0.00161743
  0.00367347	-0.0250244
  0.00369615	-0.0517273
  0.00371882	-0.10022
  0.0037415	-0.145508
  0.00376417	-0.171906
  0.00378685	-0.193146
  0.00380952	-0.215332
  0.0038322	-0.236084
  0.00385488	-0.238983
  0.00387755	-0.239502
  0.00390023	-0.237915
  0.0039229	-0.219238
